时间戳,设备ID,设备名称,AccX(g),AccY(g),AccZ(g),GyroX(°/s),GyroY(°/s),GyroZ(°/s),Roll(°),Pitch(°),Yaw(°)
"2025-05-23T07:28:54.364Z",nQO6AVJkbi3RZSWGq8bA7Q==,"WTR1",-0.3481,0.9204,-0.0864,16.60,7.51,-4.27,94.01,19.93,-38.78
"2025-05-23T07:28:54.365Z",2du5wGR5eD2bbUgnkBG6Ng==,"WTL2",-0.1558,0.0708,0.9971,3.66,17.27,6.23,2.71,6.22,-100.46
"2025-05-23T07:28:54.366Z",QEeDLZSRIVQP3s/HgjPLQQ==,"WTR3",-0.3623,0.5713,0.7563,-6.96,11.47,-7.51,37.15,20.24,128.81
"2025-05-23T07:28:54.368Z",nQO6AVJkbi3RZSWGq8bA7Q==,"WTR1",-0.3315,0.9614,-0.1616,10.56,6.84,-4.09,94.96,20.09,-38.38
"2025-05-23T07:28:54.368Z",flojut6MDCK1yDtLxihbxQ==,"WTL3",-0.9624,-0.2026,0.1714,-6.65,11.90,-0.92,-49.75,72.78,-145.96
"2025-05-23T07:28:54.369Z",C2roBuf9SJq1JEvJg6ghgw==,"WTR2",0.1953,-0.0562,1.0317,2.56,-13.37,1.53,-4.69,-6.49,52.62
"2025-05-23T07:28:54.369Z",nQO6AVJkbi3RZSWGq8bA7Q==,"WTR1",-0.3354,0.9429,-0.1895,9.46,9.03,-3.54,95.63,20.21,-37.91
"2025-05-23T07:28:54.371Z",flojut6MDCK1yDtLxihbxQ==,"WTL3",-0.9541,-0.2427,0.1914,-3.30,8.79,-0.55,-51.44,73.06,-147.47
"2025-05-23T07:28:54.371Z",S9g0QdPJTOwpJL6pjEVoKg==,"WTL1",0.0376,0.9595,0.0562,16.97,-2.87,-0.18,82.99,-3.59,-25.97
"2025-05-23T07:28:54.372Z",C2roBuf9SJq1JEvJg6ghgw==,"WTR2",0.1499,-0.0898,1.0288,2.87,-10.62,5.68,-4.58,-7.07,52.86
"2025-05-23T07:28:54.372Z",2du5wGR5eD2bbUgnkBG6Ng==,"WTL2",-0.2002,0.0547,1.0405,4.15,11.47,-2.87,2.91,6.97,-100.35
"2025-05-23T07:28:54.373Z",QEeDLZSRIVQP3s/HgjPLQQ==,"WTR3",-0.3687,0.5649,0.7529,-5.74,8.06,-3.60,36.88,20.77,128.89
